[child1:4740] [0] ioctl(fd=259, cmd=0x40080925, arg=0x24010000) = -1 (Bad address)
[child1:4740] [1111] ioctl(fd=259, cmd=0xc00c0902, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1112] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1113] ioctl(fd=259, cmd=0xc0280936, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1114] ioctl(fd=259, cmd=0xc01c0915, arg=0xfffff7ff) = -1 (Bad address)
[child1:4740] [1115] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1116] ioctl(fd=259, cmd=0x40040921, arg=0xffffffa0) = -1 (Bad address)
[child1:4740] [1117] ioctl(fd=259, cmd=0xc0080911, arg=0x9f1000e2) = -1 (Bad address)
[child1:4740] [1118] ioctl(fd=259, cmd=0x40100939, arg=0x57f97c5d) = -1 (Bad address)
[child1:4740] [1119] ioctl(fd=259, cmd=0xc01c0915, arg=0xfe975cd2) = -1 (Bad address)
[child1:4740] [1120] ioctl(fd=259, cmd=0x40040924, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [1121] ioctl(fd=259, cmd=0x800c0912, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1122] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1123] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1124] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1125] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1126] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1127] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1128] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1129] ioctl(fd=259, cmd=0x40140937, arg=0xffffffef) = -1 (Bad address)
[child1:4740] [1130] ioctl(fd=259, cmd=0xc0100920, arg=0x1322c243) = -1 (Bad address)
[child1:4740] [1131] ioctl(fd=259, cmd=0x40040914, arg=0x9984a808) = -1 (Bad address)
[child1:4740] [1132] ioctl(fd=259, cmd=0x400c0907, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [1133] ioctl(fd=259, cmd=0x40040914, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [1134] ioctl(fd=259, cmd=0x40140937, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1135] ioctl(fd=259, cmd=0xc0080911, arg=0xb6e5e000) = 0
[child1:4740] [1136] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1137] ioctl(fd=259, cmd=0x400c0932, arg=0xffffffeb) = -1 (Bad address)
[child1:4740] [1138] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1139] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1140] ioctl(fd=259, cmd=0xc0080913, arg=0xf9fdf5ff) = -1 (Bad address)
[child1:4740] [1141] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1142] ioctl(fd=259, cmd=0xc0100920, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [1143] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1144] ioctl(fd=259, cmd=0xc0080935, arg=0xce6cdfff) = -1 (Bad address)
[child1:4740] [1145] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1146] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1147] ioctl(fd=259, cmd=0xc01c0934, arg=0x80004000) = -1 (Bad address)
[child1:4740] [1148] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1149] ioctl(fd=259, cmd=0xc01c0915, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [1150] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1151] ioctl(fd=259, cmd=0x40040914, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1152] ioctl(fd=259, cmd=0x40040914, arg=0xfefdffff) = -1 (Bad address)
[child1:4740] [1153] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1154] ioctl(fd=259, cmd=0xc0280936, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1155] ioctl(fd=259, cmd=0xc0100920, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1156] ioctl(fd=259, cmd=0xc01c0915, arg=0xffffff01) = -1 (Bad address)
[child1:4740] [1157] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1158] ioctl(fd=259, cmd=0xc01c0915, arg=0xffffffac) = -1 (Bad address)
[child1:4740] [1159] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1160] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1161] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1162] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1163] ioctl(fd=259, cmd=0x40140931, arg=0x8472a000) = -1 (Bad address)
[child1:4740] [1164] ioctl(fd=259, cmd=0x40040924, arg=0x8501284a) = -1 (Bad address)
[child1:4740] [1165] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1166] ioctl(fd=259, cmd=0x400c0907, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1167] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1168] ioctl(fd=259, cmd=0xc0080935, arg=0xde593cf7) = -1 (Bad address)
[child1:4740] [1169] ioctl(fd=259, cmd=0xc0080913, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1170] ioctl(fd=259, cmd=0x400c0932, arg=0xfbfefff9) = -1 (Bad address)
[child1:4740] [1171] ioctl(fd=259, cmd=0x40040924, arg=0xff4ad69f) = -1 (Bad address)
[child1:4740] [1172] ioctl(fd=259, cmd=0x400c0932, arg=0x80006b9e) = -1 (Bad address)
[child1:4740] [1173] ioctl(fd=259, cmd=0xc00c0902, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1174] ioctl(fd=259, cmd=0x40080906, arg=0xdfd5d5d5) = -1 (Bad address)
[child1:4740] [1175] ioctl(fd=259, cmd=0x400c0912, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1176] ioctl(fd=259, cmd=0x40200931, arg=0xffef76da) = -1 (Bad address)
[child1:4740] [1177] ioctl(fd=259, cmd=0xc00c0902, arg=0x810000fd) = -1 (Bad address)
[child1:4740] [1178] ioctl(fd=259, cmd=0xc0100920, arg=0xfffffd82) = -1 (Bad address)
[child1:4740] [1179] ioctl(fd=259, cmd=0x40040921, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [1180] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1181] ioctl(fd=259, cmd=0xc00c092f, arg=0xffffffbf) = -1 (Bad address)
[child1:4740] [1182] ioctl(fd=259, cmd=0x40040914, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1183] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1184] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1185] ioctl(fd=259, cmd=0xc01c0915, arg=0xffffff02) = -1 (Bad address)
[child1:4740] [1186] ioctl(fd=259, cmd=0xc0140938, arg=0xff000000) = -1 (Bad address)
[child1:4740] [1187] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1188] ioctl(fd=259, cmd=0xc00c0902, arg=0x80001000) = -1 (Bad address)
[child1:4740] [1189] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1190] ioctl(fd=259, cmd=0x40140937, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1191] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1192] ioctl(fd=259, cmd=0xc018093a, arg=0xf3fa6000) = -1 (Bad address)
[child1:4740] [1193] ioctl(fd=259, cmd=0xc0140938, arg=0xd79d7000) = -1 (Bad address)
[child1:4740] [1194] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1195] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1196] ioctl(fd=259, cmd=0xc0140938, arg=0x80000001) = -1 (Bad address)
[child1:4740] [1197] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1198] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1199] ioctl(fd=259, cmd=0xc0100920, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1200] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1201] ioctl(fd=259, cmd=0x40100939, arg=0x3ffe7fff) = -1 (Bad address)
[child1:4740] [1202] ioctl(fd=259, cmd=0x40040921, arg=0xc2108e00) = -1 (Bad address)
[child1:4740] [1203] ioctl(fd=259, cmd=0x40080925, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1204] ioctl(fd=259, cmd=0x80080911, arg=0xb595e000) = 0
[child1:4740] [1205] ioctl(fd=259, cmd=0x400c0912, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [1206] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1207] ioctl(fd=259, cmd=0xc00c0916, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [1208] ioctl(fd=259, cmd=0xc0140933, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [1209] ioctl(fd=259, cmd=0xc00c092f, arg=0xffffff9c) = -1 (Bad address)
[child1:4740] [1210] ioctl(fd=259, cmd=0x400c0907, arg=0xfd01f75a) = -1 (Bad address)
[child1:4740] [1211] ioctl(fd=259, cmd=0xc00c0923, arg=0xb5d5e000) = -1 (Not a typewriter)
[child1:4740] [1212] ioctl(fd=259, cmd=0xc0100920, arg=0xb615e000) = -1 (Operation not permitted)
[child1:4740] [1213] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1214] ioctl(fd=259, cmd=0x40140931, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1215] ioctl(fd=259, cmd=0xc00c092f, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [1216] ioctl(fd=259, cmd=0x403c0922, arg=0xffdf7f2f) = -1 (Bad address)
[child1:4740] [1217] ioctl(fd=259, cmd=0x400c0912, arg=0xff21418c) = -1 (Bad address)
[child1:4740] [1218] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1219] ioctl(fd=259, cmd=0x40100917, arg=0xbfff0000) = -1 (Bad address)
[child1:4740] [1220] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1221] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1222] ioctl(fd=259, cmd=0x40080925, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [1223] ioctl(fd=259, cmd=0x40080906, arg=0xb4f5e000) = 0
[child1:4740] [1224] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1225] ioctl(fd=259, cmd=0xc018093a, arg=0xb3b5e000) = 0
[child1:4740] [1226] ioctl(fd=259, cmd=0x40140937, arg=0x200007) = -1 (Bad address)
[child1:4740] [1227] ioctl(fd=259, cmd=0xc0280936, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1228] ioctl(fd=259, cmd=0x40080906, arg=0xb6c5e000) = 0
[child1:4740] [1229] ioctl(fd=259, cmd=0xc01c0934, arg=0x2cd4ffcd) = -1 (Bad address)
[child1:4740] [1230] ioctl(fd=259, cmd=0x40040921, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1231] ioctl(fd=259, cmd=0xc0080911, arg=0xb595e000) = 0
[child1:4740] [1232] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1233] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1234] ioctl(fd=259, cmd=0x40200931, arg=0xfffff810) = -1 (Bad address)
[child1:4740] [1235] ioctl(fd=259, cmd=0xc0140938, arg=0xb675e000) = -1 (Device or resource busy)
[child1:4740] [1236] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1237] ioctl(fd=259, cmd=0x40085012, arg=0xfffffffe) = -1 (Bad address)
[child1:4740] [1238] ioctl(fd=259, cmd=0x800c0912, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1239] ioctl(fd=259, cmd=0x400c0907, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [1240] ioctl(fd=259, cmd=0x40140937, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1241] ioctl(fd=259, cmd=0xc0080935, arg=0x81000000) = -1 (Bad address)
[child1:4740] [1242] ioctl(fd=259, cmd=0xc0140910, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [1243] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1244] ioctl(fd=259, cmd=0x40140937, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [1245] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1246] ioctl(fd=259, cmd=0x40040924, arg=0xbc9357af) = -1 (Bad address)
[child1:4740] [1247] ioctl(fd=259, cmd=0xc00c0916, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1248] ioctl(fd=259, cmd=0x40100930, arg=0xffff09eb) = -1 (Bad address)
[child1:4740] [1249] ioctl(fd=259, cmd=0, arg=0xd1605404) = -1 (Not a typewriter)
[child1:4740] [1250] ioctl(fd=259, cmd=0xc01c0934, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1251] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1252] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1253] ioctl(fd=259, cmd=0x40040924, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1254] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1255] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1256] ioctl(fd=259, cmd=0x80080911, arg=0x800000d2) = -1 (Bad address)
[child1:4740] [1257] ioctl(fd=259, cmd=0x400c0907, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [1258] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1259] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1260] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1261] ioctl(fd=259, cmd=0xc20e0923, arg=0xb615e000) = -1 (Not a typewriter)
[child1:4740] [1262] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1263] ioctl(fd=259, cmd=0xc0140910, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1264] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1265] ioctl(fd=259, cmd=0x400c092e, arg=0xffff6159) = -1 (Bad address)
[child1:4740] [1266] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1267] ioctl(fd=259, cmd=0xc010093b, arg=0x5c8907ff) = -1 (Bad address)
[child1:4740] [1268] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1269] ioctl(fd=259, cmd=0x40100917, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1270] ioctl(fd=259, cmd=0x40080906, arg=0xb6e60000) = 0
[child1:4740] [1271] ioctl(fd=259, cmd=0xc0080913, arg=0xa7009000) = -1 (Bad address)
[child1:4740] [1272] ioctl(fd=259, cmd=0xc0080935, arg=0x35554d53) = -1 (Bad address)
[child1:4740] [1273] ioctl(fd=259, cmd=0xc010093b, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [1274] ioctl(fd=259, cmd=0x40200931, arg=0xffffff00) = -1 (Bad address)
[child1:4740] [1275] ioctl(fd=259, cmd=0x40100917, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1276] ioctl(fd=259, cmd=0x400c0907, arg=0x8ffffffe) = -1 (Bad address)
[child1:4740] [1277] ioctl(fd=259, cmd=0x40080906, arg=0xffffff1e) = -1 (Bad address)
[child1:4740] [1278] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1279] ioctl(fd=259, cmd=0x40100939, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1280] ioctl(fd=259, cmd=0x80080911, arg=0xff2572ca) = -1 (Bad address)
[child1:4740] [1281] ioctl(fd=259, cmd=0x40100930, arg=0xffffbfa6) = -1 (Bad address)
[child1:4740] [1282] ioctl(fd=259, cmd=0xc00c0923, arg=0xf0277ae7) = -1 (Bad address)
[child1:4740] [1283] ioctl(fd=259, cmd=0xc0100920, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [1284] ioctl(fd=259, cmd=0xc0080935, arg=0xe7f981f5) = -1 (Bad address)
[child1:4740] [1285] ioctl(fd=259, cmd=0x400c092e, arg=0xffff4c2d) = -1 (Bad address)
[child1:4740] [1286] ioctl(fd=259, cmd=0x40140937, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [1287] ioctl(fd=259, cmd=0xc0080913, arg=0xb655e000) = 0
[child1:4740] [1288] ioctl(fd=259, cmd=0xc0080911, arg=0xb6e60000) = 0
[child1:4740] [1289] ioctl(fd=259, cmd=0xc010093b, arg=0xffffff3a) = -1 (Bad address)
[child1:4740] [1290] ioctl(fd=259, cmd=0x400c0912, arg=0xf4000001) = -1 (Bad address)
[child1:4740] [1291] ioctl(fd=259, cmd=0x40080925, arg=0x80000837) = -1 (Bad address)
[child1:4740] [1292] ioctl(fd=259, cmd=0x40080925, arg=0xc100c9ef) = -1 (Bad address)
[child1:4740] [1293] ioctl(fd=259, cmd=0xc01c0915, arg=0x11034150) = -1 (Bad address)
[child1:4740] [1294] ioctl(fd=259, cmd=0x40100939, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1295] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1296] ioctl(fd=259, cmd=0x40100939, arg=0xffffff1a) = -1 (Bad address)
[child1:4740] [1297] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1298] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1299] ioctl(fd=259, cmd=0xc0140938, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1300] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1301] ioctl(fd=259, cmd=0x403c0922, arg=0x2000000) = -1 (Bad address)
[child1:4740] [1302] ioctl(fd=259, cmd=0xc0080911, arg=0xb6e5e000) = 0
[child1:4740] [1303] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1304] ioctl(fd=259, cmd=0xc00c092f, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1305] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1306] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1307] ioctl(fd=259, cmd=0x40040921, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [1308] ioctl(fd=259, cmd=0x400c0907, arg=0x8000e9e9) = -1 (Bad address)
[child1:4740] [1309] ioctl(fd=259, cmd=0x400c0907, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1310] ioctl(fd=259, cmd=0xc0140933, arg=0xffe1f16e) = -1 (Bad address)
[child1:4740] [1311] ioctl(fd=259, cmd=0x400c0932, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1312] ioctl(fd=259, cmd=0xc0140910, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1313] ioctl(fd=259, cmd=0xc0280936, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1314] ioctl(fd=259, cmd=0x400c0932, arg=0x88ab60a2) = -1 (Bad address)
[child1:4740] [1315] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1316] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1317] ioctl(fd=259, cmd=0x40100917, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1318] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1319] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1320] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1321] ioctl(fd=259, cmd=0x400c0932, arg=0x4ffffff) = -1 (Bad address)
[child1:4740] [1322] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1323] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1324] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1325] ioctl(fd=259, cmd=0xc0140933, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1326] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1327] ioctl(fd=259, cmd=0x40100930, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1328] ioctl(fd=259, cmd=0x40040921, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1329] ioctl(fd=259, cmd=0x40100939, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [1330] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1331] ioctl(fd=259, cmd=0x400c0907, arg=0x0) = -1 (Bad address)
[child1:4740] [1332] ioctl(fd=259, cmd=0xc0080913, arg=0xb675e000) = 0
[child1:4740] [1333] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1334] ioctl(fd=259, cmd=0x400c0907, arg=0xffffd57c) = -1 (Bad address)
[child1:4740] [1335] ioctl(fd=259, cmd=0x40040921, arg=0xffffeffd) = -1 (Bad address)
[child1:4740] [1336] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1337] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1338] ioctl(fd=259, cmd=0x400c092e, arg=0xcf6a159c) = -1 (Bad address)
[child1:4740] [1339] ioctl(fd=259, cmd=0x403c0922, arg=0x80000400) = -1 (Bad address)
[child1:4740] [1340] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1341] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1342] ioctl(fd=259, cmd=0x40040921, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1343] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1344] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1345] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1346] ioctl(fd=259, cmd=0, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4740] [1347] ioctl(fd=259, cmd=0x400c0912, arg=0x9c4b5bcf) = -1 (Bad address)
[child1:4740] [1348] ioctl(fd=259, cmd=0x40100917, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1349] ioctl(fd=259, cmd=0xc0100920, arg=0xffff6994) = -1 (Bad address)
[child1:4740] [1350] ioctl(fd=259, cmd=0xc0080911, arg=0xb615e000) = 0
[child1:4740] [1351] ioctl(fd=259, cmd=0xc018093a, arg=0xffff3c02) = -1 (Bad address)
[child1:4740] [1352] ioctl(fd=259, cmd=0x40040914, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1353] ioctl(fd=259, cmd=0x403c0922, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [1354] ioctl(fd=259, cmd=0x403c0922, arg=0xaeaf) = -1 (Not a typewriter)
[child1:4740] [1355] ioctl(fd=259, cmd=0xc0080935, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [1356] ioctl(fd=259, cmd=0x40140937, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1357] ioctl(fd=259, cmd=0xc0140938, arg=0xffff3838) = -1 (Bad address)
[child1:4740] [1358] ioctl(fd=259, cmd=0x40100930, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1359] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1360] ioctl(fd=259, cmd=0x40100917, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [1361] ioctl(fd=259, cmd=0xc0280936, arg=0x80000988) = -1 (Bad address)
[child1:4740] [1362] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1363] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1364] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1365] ioctl(fd=259, cmd=0xc00c0902, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1366] ioctl(fd=259, cmd=0x400c092e, arg=0xb6d5e000) = -1 (Not a typewriter)
[child1:4740] [1367] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1368] ioctl(fd=259, cmd=0x40040921, arg=0x206b7cfa) = -1 (Bad address)
[child1:4740] [1369] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
